,sales,order_id,order_date,customer_id,segment,category,sub_category,quantity,profit
3828,97.82,CA-2017-140844,2017-06-19,AR-10405,Corporate,Office Supplies,Paper,2,45.9754
3829,97.82,CA-2015-160472,2015-07-20,RK-19300,Consumer,Office Supplies,Paper,2,45.9754
3830,97.82,CA-2016-101672,2016-10-03,DB-12910,Home Office,Office Supplies,Paper,2,45.9754
3831,97.82,CA-2014-169061,2014-03-05,AB-10150,Consumer,Office Supplies,Paper,2,45.9754
3832,97.696,CA-2015-119291,2015-05-14,JO-15550,Home Office,Office Supplies,Labels,4,31.7512
3833,97.568,CA-2017-142622,2017-10-30,JK-15625,Consumer,Furniture,Chairs,2,-6.098
3834,97.568,CA-2015-100146,2015-05-14,CB-12535,Corporate,Furniture,Chairs,2,-6.098
3835,97.44,CA-2014-156160,2014-09-22,AS-10090,Consumer,Furniture,Furnishings,3,35.0784
3836,97.424,US-2015-131842,2015-12-05,RR-19525,Corporate,Furniture,Chairs,2,10.9602
3837,97.3,CA-2017-137918,2017-09-29,JK-15730,Consumer,Office Supplies,Supplies,7,28.217
3838,97.264,US-2017-152366,2017-04-21,SJ-20500,Consumer,Office Supplies,Appliances,4,-243.16
3839,97.184,CA-2017-137428,2017-12-16,AY-10555,Corporate,Furniture,Chairs,2,6.074
3840,97.184,US-2017-117450,2017-09-04,DO-13645,Consumer,Furniture,Chairs,2,6.074
3841,97.16,CA-2017-153787,2017-05-19,AT-10735,Consumer,Office Supplies,Appliances,2,28.1764
3842,97.04,US-2015-134026,2015-04-26,JE-15745,Consumer,Furniture,Furnishings,2,1.213
3843,96.96,CA-2015-168207,2015-11-02,LT-17110,Consumer,Furniture,Furnishings,6,33.936
3844,96.784,CA-2017-163160,2017-10-13,TS-21610,Consumer,Office Supplies,Binders,4,-145.176
3845,96.53,CA-2017-161018,2017-11-09,PN-18775,Home Office,Furniture,Furnishings,7,40.5426
3846,96.36,CA-2017-137323,2017-11-14,PW-19030,Corporate,Office Supplies,Storage,6,25.0536
3847,96.256,CA-2014-125136,2014-09-28,KD-16495,Corporate,Office Supplies,Paper,8,31.2832
3848,96.08,CA-2017-114055,2017-12-25,MH-18115,Home Office,Office Supplies,Paper,2,46.1184
3849,96.08,CA-2016-151372,2016-09-05,JH-15985,Consumer,Office Supplies,Paper,2,46.1184
3850,96.08,CA-2015-149909,2015-11-13,RA-19915,Consumer,Office Supplies,Paper,2,46.1184
3851,95.994,US-2017-155425,2017-11-10,AB-10600,Corporate,Technology,Machines,2,-63.996
3852,95.992,CA-2017-122077,2017-05-19,JF-15295,Consumer,Technology,Phones,1,9.5992
3853,95.984,CA-2017-135034,2017-08-01,AT-10735,Consumer,Technology,Phones,2,5.999
3854,95.984,CA-2016-130946,2016-04-08,ZC-21910,Consumer,Furniture,Chairs,4,-4.1136
3855,95.984,CA-2017-161893,2017-01-23,HP-14815,Home Office,Technology,Accessories,2,11.998
3856,95.976,CA-2016-158568,2016-08-29,RB-19465,Home Office,Technology,Accessories,3,-10.7973
3857,95.976,CA-2014-151708,2014-08-08,MB-17305,Consumer,Technology,Accessories,3,-10.7973
3858,95.976,CA-2017-137365,2017-11-30,BP-11095,Corporate,Technology,Accessories,3,-10.7973
3859,95.976,CA-2017-102610,2017-11-04,CA-12265,Consumer,Technology,Accessories,3,15.5961
3860,95.97,CA-2015-123092,2015-12-03,JG-15115,Consumer,Office Supplies,Binders,5,-73.577
3861,95.968,CA-2016-108581,2016-06-20,EA-14035,Corporate,Technology,Accessories,4,26.3912
3862,95.968,CA-2016-124506,2016-11-11,BB-11545,Corporate,Technology,Accessories,4,1.1996
3863,95.968,CA-2014-138317,2014-06-21,NW-18400,Consumer,Technology,Accessories,4,28.7904
3864,95.968,CA-2014-131527,2014-12-01,TB-21280,Consumer,Technology,Phones,4,9.5968
3865,95.952,CA-2016-133123,2016-09-06,KB-16315,Consumer,Office Supplies,Envelopes,3,29.985
3866,95.94,US-2017-132444,2017-11-18,CD-12280,Consumer,Office Supplies,Storage,3,9.594
3867,95.94,CA-2017-163510,2017-12-25,JW-15955,Consumer,Office Supplies,Storage,3,9.594
3868,95.94,CA-2014-146500,2014-08-30,AT-10735,Consumer,Office Supplies,Storage,3,9.594
3869,95.92,CA-2017-122105,2017-06-24,CJ-12010,Consumer,Office Supplies,Art,8,25.8984
3870,95.88,US-2017-118087,2017-09-09,SP-20620,Corporate,Technology,Accessories,3,28.764
3871,95.84,CA-2017-130764,2017-10-27,JO-15145,Corporate,Technology,Phones,4,34.742
3872,95.84,CA-2017-107748,2017-12-10,AG-10330,Consumer,Technology,Phones,4,34.742
3873,95.84,CA-2015-104052,2015-03-01,TP-21565,Corporate,Technology,Phones,4,34.742
3874,95.76,CA-2016-103891,2016-07-12,KH-16690,Corporate,Technology,Phones,6,7.182
3875,95.736,CA-2017-125115,2017-04-10,RD-19930,Consumer,Technology,Accessories,3,20.3439
3876,95.68,CA-2017-164756,2017-09-18,SS-20140,Corporate,Technology,Phones,8,26.7904
3877,95.648,CA-2014-153479,2014-10-04,DF-13135,Consumer,Office Supplies,Binders,2,31.0856
3878,95.616,CA-2017-139619,2017-09-19,ES-14080,Corporate,Office Supplies,Storage,2,9.5616
3879,95.232,CA-2017-107629,2017-12-14,DB-13060,Consumer,Office Supplies,Art,6,24.9984
3880,95.2,US-2016-115441,2016-07-25,SH-19975,Corporate,Furniture,Furnishings,5,27.608
3881,95.144,CA-2017-141117,2017-10-02,JK-16090,Consumer,Office Supplies,Art,7,10.7037
3882,95.1,CA-2016-146934,2016-05-22,AF-10870,Consumer,Technology,Accessories,5,30.432
3883,95.1,CA-2014-104178,2014-08-25,JM-15265,Corporate,Technology,Accessories,5,30.432
3884,94.992,CA-2016-128531,2016-11-24,NS-18505,Consumer,Technology,Accessories,2,-2.3748
3885,94.99,CA-2014-154781,2014-11-21,SC-20680,Home Office,Technology,Accessories,1,28.497
3886,94.92,CA-2015-122210,2015-11-30,WB-21850,Consumer,Technology,Phones,4,15.82
3887,94.85,CA-2014-144666,2014-11-09,JP-15520,Consumer,Office Supplies,Paper,5,45.528
3888,94.85,CA-2017-140676,2017-09-12,BF-11080,Consumer,Office Supplies,Paper,5,45.528
3889,94.85,US-2015-137008,2015-10-02,JP-15460,Corporate,Office Supplies,Paper,5,45.528
3890,94.85,CA-2017-160927,2017-01-29,TM-21010,Consumer,Office Supplies,Paper,5,45.528
3891,94.74,CA-2015-109470,2015-12-31,KC-16255,Corporate,Office Supplies,Binders,3,44.5278
3892,94.68,CA-2016-126732,2016-09-02,LR-16915,Consumer,Furniture,Furnishings,9,31.2444
3893,94.6,US-2015-126977,2015-09-17,PF-19120,Consumer,Office Supplies,Storage,4,27.434
3894,94.428,US-2014-102631,2014-12-13,EB-13840,Corporate,Furniture,Furnishings,3,-42.4926
3895,94.2,CA-2017-145877,2017-04-01,AS-10090,Consumer,Office Supplies,Storage,6,23.55
3896,94.2,CA-2017-126634,2017-03-30,AB-10165,Consumer,Furniture,Furnishings,5,39.564
3897,94.192,CA-2017-103478,2017-07-21,KL-16555,Corporate,Office Supplies,Binders,7,-164.836
3898,93.98,CA-2016-169166,2016-05-09,SS-20590,Consumer,Technology,Accessories,2,13.1572
3899,93.888,CA-2014-110072,2014-10-22,MG-17680,Home Office,Furniture,Furnishings,4,12.9096
3900,93.78,CA-2014-118339,2014-03-17,BN-11515,Consumer,Office Supplies,Appliances,2,36.5742
3901,93.68,CA-2016-140382,2016-06-23,RD-19900,Consumer,Office Supplies,Storage,4,25.2936
3902,93.456,US-2016-152373,2016-09-05,PT-19090,Consumer,Office Supplies,Storage,3,-17.523
3903,93.36,CA-2016-139808,2016-10-07,MC-18100,Consumer,Office Supplies,Fasteners,12,0.9336
3904,93.344,CA-2017-155607,2017-11-26,FG-14260,Home Office,Office Supplies,Binders,4,32.6704
3905,93.248,CA-2016-105662,2016-05-05,RB-19465,Home Office,Office Supplies,Paper,4,31.4712
3906,93.15,CA-2014-124730,2014-11-26,LS-17245,Consumer,Office Supplies,Labels,9,44.712
3907,93.06,CA-2016-130162,2016-10-28,JH-15910,Consumer,Office Supplies,Storage,6,26.0568
3908,93.032,CA-2016-143406,2016-09-26,LR-17035,Corporate,Office Supplies,Appliances,2,-251.1864
3909,93.024,CA-2014-128986,2014-08-03,GH-14410,Home Office,Office Supplies,Paper,3,33.7212
3910,93.024,CA-2016-156503,2016-10-14,NC-18415,Consumer,Office Supplies,Paper,3,33.7212
3911,93.02,CA-2016-101189,2016-02-04,JB-15400,Corporate,Office Supplies,Storage,2,3.7208
3912,92.96,CA-2015-134117,2015-12-17,PG-18895,Consumer,Office Supplies,Binders,2,31.374
3913,92.94,CA-2017-126865,2017-12-05,NP-18325,Consumer,Office Supplies,Paper,3,41.823
3914,92.94,CA-2015-123568,2015-11-08,SC-20095,Consumer,Office Supplies,Paper,3,41.823
3915,92.94,CA-2016-145548,2016-11-11,EB-13750,Corporate,Office Supplies,Art,3,25.0938
3916,92.94,CA-2016-139941,2016-06-12,CB-12415,Consumer,Office Supplies,Paper,3,41.823
3917,92.94,US-2014-164406,2014-08-15,BD-11605,Consumer,Office Supplies,Paper,3,41.823
3918,92.88,CA-2017-136651,2017-04-23,JF-15355,Consumer,Office Supplies,Binders,6,30.186
3919,92.52,CA-2014-144666,2014-11-09,JP-15520,Consumer,Office Supplies,Storage,6,24.9804
3920,92.52,CA-2014-143385,2014-08-31,SJ-20500,Consumer,Technology,Accessories,9,18.504
3921,92.52,CA-2014-132787,2014-09-19,MC-18130,Corporate,Office Supplies,Storage,6,24.9804
3922,92.52,CA-2017-107825,2017-11-18,NB-18655,Corporate,Office Supplies,Storage,6,24.9804
3923,92.064,CA-2016-168956,2016-02-16,EA-14035,Corporate,Office Supplies,Appliances,6,-225.5568
3924,91.99,CA-2017-135860,2017-12-01,JH-15985,Consumer,Office Supplies,Storage,1,3.6796
3925,91.96,CA-2017-120761,2017-09-04,AB-10150,Consumer,Technology,Accessories,4,39.5428
3926,91.96,US-2016-146570,2016-05-15,SN-20710,Home Office,Office Supplies,Art,4,25.7488
3927,91.96,US-2015-163279,2015-03-22,JD-16150,Corporate,Furniture,Furnishings,2,15.6332
3928,91.96,CA-2014-102652,2014-04-06,AY-10555,Corporate,Furniture,Furnishings,2,15.6332
3929,91.96,US-2016-126452,2016-08-21,SC-20230,Corporate,Technology,Phones,5,-20.691
3930,91.96,CA-2017-121258,2017-02-26,DB-13060,Consumer,Furniture,Furnishings,2,15.6332
3931,91.92,CA-2017-112956,2017-08-21,TH-21550,Home Office,Furniture,Furnishings,4,31.2528
3932,91.92,CA-2014-152422,2014-10-05,BD-11635,Consumer,Office Supplies,Appliances,5,11.49
3933,91.84,CA-2017-156951,2017-10-01,EB-13840,Corporate,Office Supplies,Paper,8,45.0016
3934,91.68,CA-2016-133711,2016-11-26,MC-17425,Corporate,Office Supplies,Binders,3,45.84
3935,91.68,CA-2014-148761,2014-05-17,PA-19060,Home Office,Office Supplies,Binders,3,45.84
3936,91.68,CA-2015-123568,2015-11-08,SC-20095,Consumer,Office Supplies,Binders,5,28.65
3937,91.6,US-2017-169502,2017-08-28,MG-17650,Home Office,Office Supplies,Appliances,5,26.564
3938,91.59,CA-2017-110884,2017-03-07,SH-20395,Consumer,Office Supplies,Labels,3,42.1314
3939,91.475,CA-2016-140977,2016-06-16,JL-15175,Home Office,Technology,Machines,1,-1.8295
3940,91.392,CA-2015-153416,2015-11-24,TS-21340,Consumer,Office Supplies,Binders,8,29.7024
3941,91.36,CA-2016-115756,2016-09-05,PK-19075,Consumer,Office Supplies,Paper,4,42.0256
3942,91.36,US-2014-112991,2014-12-10,SH-19975,Corporate,Office Supplies,Paper,4,42.0256
3943,91.36,CA-2017-119284,2017-06-15,TS-21205,Corporate,Office Supplies,Paper,5,29.692
3944,91.36,CA-2017-156664,2017-12-18,BP-11290,Consumer,Office Supplies,Paper,5,29.692
3945,91.36,CA-2014-109043,2014-08-15,CS-12355,Consumer,Office Supplies,Paper,5,29.692
3946,91.275,CA-2017-117653,2017-10-19,MO-17500,Consumer,Furniture,Tables,1,-67.5435
3947,91.2,CA-2017-148474,2017-06-12,ME-17320,Home Office,Office Supplies,Binders,3,41.952
3948,91.176,CA-2015-138674,2015-11-14,KB-16585,Corporate,Technology,Accessories,3,4.5588
3949,91.056,CA-2014-100293,2014-03-14,NF-18475,Home Office,Office Supplies,Paper,6,31.8696
3950,91.032,CA-2017-123239,2017-07-27,MG-18145,Consumer,Furniture,Furnishings,3,-2.2758
3951,91.008,CA-2017-136364,2017-07-13,MH-17455,Consumer,Furniture,Furnishings,9,19.3392
3952,90.99,CA-2017-155880,2017-03-25,JD-16150,Corporate,Furniture,Chairs,1,14.5584
3953,90.93,CA-2017-143259,2017-12-30,PO-18865,Consumer,Technology,Phones,7,2.7279
3954,90.882,CA-2015-127327,2015-02-03,PW-19030,Corporate,Furniture,Chairs,1,15.147
3955,90.882,CA-2016-157707,2016-10-10,CC-12610,Corporate,Furniture,Bookcases,3,-190.8522
3956,90.86,CA-2017-140676,2017-09-12,BF-11080,Consumer,Office Supplies,Appliances,7,26.3494
3957,90.86,CA-2017-122007,2017-03-18,JK-15325,Corporate,Office Supplies,Appliances,7,26.3494
3958,90.801,CA-2017-161067,2017-09-03,KB-16405,Home Office,Furniture,Chairs,1,14.1246
3959,90.8,CA-2017-106859,2017-03-13,BF-11215,Home Office,Office Supplies,Storage,8,25.424
3960,90.64,CA-2017-154809,2017-02-13,MH-17455,Consumer,Office Supplies,Appliances,8,38.9752
3961,90.57,CA-2016-121755,2016-01-16,EH-13945,Consumer,Technology,Accessories,3,11.7741
3962,90.57,US-2017-113852,2017-07-29,GW-14605,Consumer,Technology,Accessories,3,11.7741
3963,90.48,CA-2017-145219,2017-12-24,RM-19675,Home Office,Office Supplies,Binders,3,33.93
3964,90.48,CA-2017-114055,2017-12-25,MH-18115,Home Office,Technology,Phones,2,23.5248
3965,90.48,CA-2017-108854,2017-12-08,DM-13345,Corporate,Office Supplies,Binders,3,33.93
3966,90.48,CA-2016-150077,2016-02-04,MS-17365,Consumer,Technology,Phones,2,23.5248
3967,90.48,CA-2016-158155,2016-05-02,EH-13765,Corporate,Office Supplies,Binders,3,33.93
3968,90.24,CA-2014-113579,2014-12-13,KD-16345,Consumer,Office Supplies,Paper,6,41.5104
3969,90.06,CA-2015-103135,2015-07-24,SS-20515,Home Office,Office Supplies,Binders,6,41.4276
3970,90.0,US-2015-137008,2015-10-02,JP-15460,Corporate,Technology,Accessories,1,32.4
3971,90.0,CA-2015-164084,2015-09-07,AG-10525,Corporate,Technology,Accessories,5,16.2
3972,89.991,CA-2017-105991,2017-05-05,LH-17020,Consumer,Furniture,Bookcases,3,-152.9847
3973,89.99,CA-2015-115742,2015-04-18,DP-13000,Consumer,Furniture,Chairs,1,17.0981
3974,89.988,CA-2017-131366,2017-11-24,SC-20440,Corporate,Technology,Phones,2,-14.998
3975,89.98,CA-2015-115798,2015-11-13,KL-16645,Consumer,Technology,Phones,2,43.1904
3976,89.98,CA-2017-141439,2017-11-26,TT-21460,Home Office,Technology,Phones,2,43.1904
3977,89.97,CA-2015-140410,2015-11-03,CM-12655,Home Office,Technology,Accessories,3,37.7874
3978,89.97,CA-2016-147536,2016-12-26,AR-10510,Consumer,Technology,Accessories,3,18.8937
3979,89.97,US-2017-133361,2017-05-14,AJ-10780,Corporate,Technology,Accessories,3,18.8937
3980,89.97,US-2016-144351,2016-11-14,RC-19960,Consumer,Technology,Phones,3,25.1916
3981,89.97,CA-2016-123050,2016-04-04,BC-11125,Home Office,Technology,Accessories,3,37.7874
3982,89.97,US-2016-112396,2016-02-09,JR-16210,Corporate,Technology,Accessories,3,39.5868
3983,89.97,CA-2016-157280,2016-11-05,LW-17125,Consumer,Technology,Accessories,3,18.8937
3984,89.97,US-2014-124625,2014-11-03,SP-20650,Corporate,Technology,Accessories,3,18.8937
3985,89.97,CA-2016-105781,2016-02-16,JF-15565,Consumer,Technology,Accessories,3,39.5868
3986,89.97,CA-2017-142293,2017-09-17,SC-20380,Consumer,Technology,Accessories,3,37.7874
3987,89.95,CA-2017-141103,2017-07-30,JF-15355,Consumer,Technology,Phones,5,43.176
3988,89.95,CA-2016-137939,2016-07-20,PJ-19015,Consumer,Technology,Phones,5,43.176
3989,89.9,US-2017-132675,2017-09-24,KF-16285,Home Office,Technology,Phones,2,25.172
3990,89.856,CA-2017-144932,2017-04-14,AB-10165,Consumer,Office Supplies,Art,3,21.3408
3991,89.82,US-2015-118906,2015-03-10,KB-16585,Corporate,Office Supplies,Storage,6,25.1496
3992,89.768,CA-2017-157966,2017-03-13,SU-20665,Home Office,Furniture,Chairs,1,-2.5648
3993,89.712,CA-2014-157546,2014-07-20,RD-19720,Consumer,Office Supplies,Binders,6,30.2778
3994,89.696,CA-2015-136420,2015-11-20,CS-12250,Corporate,Office Supplies,Binders,4,33.636
3995,89.584,CA-2015-146262,2015-01-02,VW-21775,Corporate,Technology,Accessories,2,4.4792
3996,89.584,CA-2017-153822,2017-09-19,AB-10105,Consumer,Technology,Accessories,2,4.4792
3997,89.568,CA-2016-145177,2016-11-10,PP-18955,Home Office,Office Supplies,Paper,2,32.4684
3998,89.568,CA-2017-142174,2017-03-04,DP-13000,Consumer,Office Supplies,Paper,2,32.4684
3999,89.568,CA-2016-133368,2016-01-14,AG-10675,Consumer,Office Supplies,Paper,2,32.4684
4000,89.568,CA-2017-102736,2017-09-05,LP-17095,Consumer,Technology,Accessories,4,-1.1196
4001,89.544,US-2017-107979,2017-06-08,FO-14305,Consumer,Technology,Accessories,7,12.3123
4002,89.52,CA-2017-127026,2017-01-21,MH-18115,Home Office,Office Supplies,Binders,4,42.0744
4003,89.34,CA-2014-107454,2014-11-02,RD-19720,Consumer,Furniture,Furnishings,6,24.1218
4004,89.0664,CA-2017-159149,2017-02-17,CR-12820,Home Office,Furniture,Bookcases,1,-17.0274
4005,88.96,CA-2015-151547,2015-01-17,AH-10465,Consumer,Office Supplies,Supplies,8,10.008
4006,88.92,CA-2017-115448,2017-11-11,MH-18025,Consumer,Furniture,Furnishings,5,14.4495
4007,88.832,CA-2015-127453,2015-12-19,JK-15370,Consumer,Office Supplies,Appliances,4,7.7728
4008,88.8,US-2015-120712,2015-12-20,CS-12130,Consumer,Office Supplies,Storage,4,-2.22
4009,88.8,CA-2014-102330,2014-12-29,AI-10855,Consumer,Office Supplies,Labels,6,44.4
4010,88.776,CA-2017-131828,2017-02-11,CS-11845,Corporate,Technology,Phones,3,7.7679
4011,88.776,CA-2017-158071,2017-06-10,BD-11320,Consumer,Technology,Phones,3,7.7679
4012,88.776,CA-2014-148782,2014-11-02,PO-18850,Consumer,Technology,Phones,3,7.7679
4013,88.776,CA-2015-151253,2015-04-22,AZ-10750,Consumer,Technology,Phones,3,7.7679
4014,88.768,CA-2017-121538,2017-11-28,RH-19495,Consumer,Office Supplies,Paper,2,31.0688
4015,88.768,US-2016-153815,2016-11-06,KL-16555,Corporate,Office Supplies,Paper,2,31.0688
4016,88.768,CA-2014-137911,2014-10-09,BP-11095,Corporate,Office Supplies,Paper,2,31.0688
4017,88.752,CA-2015-145821,2015-05-01,JB-15400,Corporate,Technology,Phones,3,11.094
4018,88.752,CA-2017-127285,2017-10-30,MM-18055,Consumer,Office Supplies,Binders,3,27.735
4019,88.752,CA-2015-115945,2015-06-25,AB-10165,Consumer,Office Supplies,Binders,3,27.735
4020,88.4,CA-2016-124485,2016-11-24,NC-18340,Consumer,Technology,Accessories,4,11.492
4021,88.08,CA-2016-157336,2016-12-01,SJ-20500,Consumer,Office Supplies,Binders,6,40.5168
4022,88.074,US-2017-147655,2017-09-04,AS-10045,Corporate,Office Supplies,Binders,7,-58.716
4023,88.04,US-2017-120418,2017-06-11,BC-11125,Home Office,Office Supplies,Art,5,6.603
4024,88.04,CA-2016-149902,2016-04-01,DW-13540,Consumer,Office Supplies,Art,4,22.8904
4025,88.02,CA-2017-117947,2017-08-18,NG-18355,Corporate,Furniture,Furnishings,3,27.2862
4026,87.96,US-2015-131359,2015-10-30,FA-14230,Corporate,Technology,Phones,5,30.786
4027,87.96,CA-2014-124079,2014-12-13,RF-19345,Corporate,Furniture,Furnishings,3,7.6965
4028,87.92,CA-2017-106033,2017-10-15,FG-14260,Home Office,Office Supplies,Art,4,26.376
4029,87.92,CA-2017-108854,2017-12-08,DM-13345,Corporate,Office Supplies,Paper,4,40.4432
4030,87.92,CA-2016-163776,2016-07-19,JS-16030,Consumer,Office Supplies,Storage,4,0.8792
4031,87.92,CA-2017-139437,2017-07-03,RD-19585,Consumer,Office Supplies,Storage,4,0.8792
4032,87.92,CA-2016-131380,2016-03-28,CC-12220,Consumer,Office Supplies,Storage,4,0.8792
4033,87.92,CA-2014-129189,2014-07-21,HM-14860,Corporate,Office Supplies,Envelopes,5,29.673
4034,87.92,US-2017-110149,2017-12-10,WB-21850,Consumer,Furniture,Furnishings,5,15.386
4035,87.84,CA-2016-138282,2016-05-19,AH-10690,Corporate,Office Supplies,Appliances,8,23.7168
4036,87.8,CA-2017-143112,2017-10-05,TS-21370,Corporate,Technology,Phones,4,43.9
4037,87.8,US-2015-142811,2015-04-02,JL-15850,Consumer,Technology,Phones,5,32.925
4038,87.71,CA-2016-114972,2016-11-03,PF-19225,Consumer,Office Supplies,Labels,7,41.2237
4039,87.71,US-2015-126977,2015-09-17,PF-19120,Consumer,Office Supplies,Labels,7,41.2237
4040,87.71,US-2016-139087,2016-07-17,DK-13375,Consumer,Office Supplies,Labels,7,41.2237
4041,87.71,CA-2015-121776,2015-02-16,RD-19585,Consumer,Office Supplies,Labels,7,41.2237
4042,87.6,CA-2017-104577,2017-05-12,CK-12205,Consumer,Office Supplies,Paper,5,42.048
4043,87.54,CA-2014-120887,2014-09-27,TS-21205,Corporate,Furniture,Furnishings,3,37.6422
4044,87.444,CA-2017-141733,2017-05-07,RW-19540,Corporate,Office Supplies,Appliances,2,18.4604
4045,87.4,CA-2017-122175,2017-05-12,CA-12775,Consumer,Technology,Accessories,5,34.96
4046,87.36,CA-2015-158701,2015-01-05,JL-15175,Home Office,Office Supplies,Appliances,6,23.5872
4047,87.28,US-2016-101616,2016-09-03,CY-12745,Corporate,Office Supplies,Binders,8,41.0216
4048,87.21,US-2017-169551,2017-07-07,RL-19615,Consumer,Furniture,Bookcases,3,-45.3492
4049,87.168,CA-2015-141145,2015-09-17,DB-13405,Consumer,Technology,Accessories,3,10.896
4050,87.168,CA-2016-149783,2016-09-04,DL-13315,Consumer,Office Supplies,Appliances,2,8.7168
4051,87.168,US-2016-127334,2016-12-15,MP-18175,Home Office,Office Supplies,Appliances,2,8.7168
4052,87.168,US-2017-141677,2017-03-26,HK-14890,Corporate,Office Supplies,Appliances,8,-226.6368
4053,87.08,CA-2014-110555,2014-04-11,MM-18055,Consumer,Office Supplies,Storage,7,24.3824
4054,86.97,CA-2016-110772,2016-11-20,NZ-18565,Home Office,Furniture,Bookcases,3,-48.7032
4055,86.97,CA-2017-166317,2017-09-22,JE-15610,Corporate,Technology,Phones,3,25.2213
4056,86.62,CA-2016-113061,2016-04-22,EL-13735,Home Office,Furniture,Furnishings,2,8.662
4057,86.45,CA-2016-162747,2016-03-20,AH-10030,Corporate,Furniture,Furnishings,7,38.038
4058,86.376,CA-2014-126032,2014-06-23,BS-11665,Consumer,Technology,Accessories,3,1.0797
4059,86.376,CA-2017-138464,2017-07-08,VF-21715,Home Office,Office Supplies,Binders,3,30.2316
4060,86.352,CA-2016-148698,2016-05-02,BD-11770,Consumer,Office Supplies,Art,3,5.397
4061,86.352,CA-2017-139080,2017-01-23,CS-12250,Corporate,Technology,Phones,6,8.6352
4062,86.352,CA-2017-160633,2017-11-16,BS-11380,Corporate,Office Supplies,Art,3,5.397
4063,86.304,US-2015-150630,2015-09-17,TB-21520,Consumer,Office Supplies,Art,6,9.7092
4064,86.304,CA-2015-144806,2015-12-06,GH-14425,Consumer,Office Supplies,Art,6,9.7092
4065,86.272,CA-2015-124800,2015-09-26,RW-19540,Corporate,Office Supplies,Paper,4,31.2736
4066,86.26,CA-2017-161333,2017-02-02,JL-15835,Consumer,Furniture,Furnishings,2,29.3284
4067,86.2,CA-2016-140613,2016-07-22,KN-16705,Home Office,Office Supplies,Supplies,5,24.998
4068,86.058,CA-2016-136231,2016-09-05,DM-13015,Consumer,Office Supplies,Binders,7,-63.1092
4069,85.98,CA-2014-104283,2014-06-27,LM-17065,Consumer,Furniture,Tables,1,22.3548
4070,85.98,US-2015-151435,2015-09-06,SW-20455,Consumer,Furniture,Tables,1,22.3548
4071,85.96,CA-2015-142377,2015-12-04,MS-17980,Corporate,Office Supplies,Paper,7,40.4012
4072,85.96,CA-2014-101560,2014-11-28,CS-12250,Corporate,Office Supplies,Paper,7,40.4012
4073,85.96,CA-2015-158421,2015-09-21,GB-14575,Consumer,Office Supplies,Storage,7,24.0688
4074,85.9,CA-2015-153906,2015-03-16,MS-17980,Corporate,Technology,Phones,2,2.577
4075,85.52,CA-2015-104514,2015-01-02,CB-12535,Corporate,Office Supplies,Storage,2,22.2352
4076,85.52,CA-2017-152709,2017-10-07,DB-13210,Consumer,Office Supplies,Storage,2,22.2352
4077,85.44,CA-2014-109897,2014-08-12,BW-11200,Consumer,Furniture,Furnishings,3,31.6128
4078,85.3,CA-2015-127593,2015-09-21,DH-13675,Home Office,Furniture,Furnishings,2,14.501
4079,85.246,CA-2016-101693,2016-06-25,LC-17140,Consumer,Furniture,Chairs,2,-6.089
4080,85.246,CA-2016-162383,2016-09-05,MD-17350,Consumer,Furniture,Chairs,2,-1.2178
4081,85.246,CA-2016-130393,2016-12-01,JM-15865,Consumer,Furniture,Chairs,2,-1.2178
4082,85.232,CA-2016-128818,2016-05-07,CJ-12010,Consumer,Office Supplies,Binders,7,30.8966
4083,85.224,US-2016-148803,2016-12-11,LR-16915,Consumer,Office Supplies,Storage,3,7.4571
4084,85.2,CA-2017-126396,2017-09-08,AR-10345,Corporate,Technology,Accessories,6,20.235
4085,85.14,CA-2015-111164,2015-04-11,SE-20110,Consumer,Technology,Accessories,3,34.9074
4086,85.056,CA-2017-132682,2017-06-08,TH-21235,Corporate,Office Supplies,Paper,3,28.7064
4087,85.056,CA-2015-104346,2015-12-11,IM-15070,Consumer,Office Supplies,Paper,3,28.7064
4088,85.056,CA-2017-147403,2017-09-10,KH-16630,Corporate,Office Supplies,Paper,3,28.7064
4089,85.056,CA-2015-104297,2015-05-29,CC-12100,Home Office,Office Supplies,Paper,3,28.7064
4090,84.99,CA-2017-120376,2017-12-22,TP-21130,Consumer,Technology,Accessories,1,30.5964
4091,84.98,CA-2017-131954,2017-01-21,DS-13030,Home Office,Furniture,Bookcases,1,18.6956
4092,84.96,CA-2015-114503,2015-11-13,AA-10375,Consumer,Office Supplies,Storage,6,6.372
4093,84.95,CA-2017-102771,2017-03-31,DO-13435,Consumer,Technology,Phones,5,22.087
4094,84.84,CA-2016-109925,2016-11-06,IM-15070,Consumer,Office Supplies,Storage,3,22.9068
4095,84.784,US-2016-156986,2016-03-20,ZC-21910,Consumer,Technology,Phones,2,-20.1362
4096,84.784,CA-2016-116344,2016-07-29,JO-15145,Corporate,Office Supplies,Storage,2,-16.9568
4097,84.784,CA-2017-101308,2017-10-02,FG-14260,Home Office,Technology,Phones,2,-20.1362
4098,84.784,CA-2016-134544,2016-03-17,AC-10660,Consumer,Technology,Phones,2,-20.1362
4099,84.784,CA-2015-163181,2015-11-07,AB-10105,Consumer,Office Supplies,Storage,2,-16.9568
4100,84.55,CA-2017-169691,2017-06-15,Dp-13240,Home Office,Office Supplies,Storage,5,22.8285
4101,84.416,CA-2017-145779,2017-05-06,DB-13615,Consumer,Office Supplies,Paper,4,27.4352
